,ID,Ime plaze,Datum,Vrijeme uzorkovanja,Slanost,Temperatura mora,EC
435,6046,Grcevo,17/08/2010,10:25,36.2,22.6,10
436,6045,Kostrena - Žurkovo,17/08/2010,10:30,34.1,22.4,9
437,6044,Kostrena - Ronilacki klub,17/08/2010,10:33,36.6,23.1,0
438,6043,Kostrena - uvala Svežanj,17/08/2010,10:38,35.2,23.0,0
439,6042,Kostrena - Stara voda,17/08/2010,10:40,35.8,23.0,0
440,6066,Preluk - zapad,31/08/2010,8:00,37.4,18.7,7
441,6065,Preluk - sredina,31/08/2010,8:10,37.4,17.9,25
442,6064,Preluk - istok,31/08/2010,8:15,37.5,18.1,8
443,6063,Bivio - Kostanj-plaža za invalide,31/08/2010,8:20,37.9,18.6,0
444,6062,Bivio - Rekreacijski centar,31/08/2010,8:25,37.0,19.1,10
445,6061,Bivio skalete,31/08/2010,8:30,37.2,19.6,10
446,6060,Bivio plaža,31/08/2010,8:35,37.3,19.7,12
447,6059,Bivio - Dom umirovljenika,31/08/2010,8:40,37.4,19.2,40
448,6058,Kantrida - Djecja bolnica,31/08/2010,8:45,36.3,19.0,90
449,6267,Kantrida - bazen zapad,31/08/2010,8:48,37.4,19.3,13
450,6057,Kantrida - bazen istok,31/08/2010,8:50,37.3,19.5,30
451,6056,Kantrida - Vila Nora,31/08/2010,8:52,37.4,19.3,10
452,6053,Kantrida - zapad,31/08/2010,8:55,37.5,19.1,11
453,6054,Kantrida - istok,31/08/2010,8:58,34.7,19.2,260
454,6052,Kantrida - Rekreacijski centar 3. Maj,31/08/2010,9:00,21.2,16.5,260
455,6051,Kupalište Hotela Jadran,31/08/2010,9:20,37.0,20.8,7
456,6050,Sablicevo,31/08/2010,9:30,35.2,20.2,45
457,6263,Glavanovo zapad,31/08/2010,9:35,37.3,20.7,8
458,6264,Glavanovo istok,31/08/2010,9:40,34.0,19.8,50
459,6047,Ružicevo,31/08/2010,9:45,37.1,20.9,1
460,6046,Grcevo,31/08/2010,9:50,36.9,20.3,6
461,6045,Kostrena - Žurkovo,31/08/2010,9:55,35.6,18.5,50
462,6044,Kostrena - Ronilacki klub,31/08/2010,10:00,37.2,20.3,9
463,6043,Kostrena - uvala Svežanj,31/08/2010,10:05,37.3,20.5,6
464,6042,Kostrena - Stara voda,31/08/2010,10:07,37.3,20.3,10
465,6066,Preluk - zapad,14/09/2010,8:15,37.3,19.0,0
466,6065,Preluk - sredina,14/09/2010,8:18,37.5,19.1,0
467,6064,Preluk - istok,14/09/2010,8:21,37.5,19.1,0
468,6063,Bivio - Kostanj-plaža za invalide,14/09/2010,8:25,37.5,19.0,0
469,6062,Bivio - Rekreacijski centar,14/09/2010,8:32,37.4,18.9,0
470,6061,Bivio skalete,14/09/2010,8:36,37.4,18.9,0
471,6060,Bivio plaža,14/09/2010,8:40,37.3,19.0,0
472,6059,Bivio - Dom umirovljenika,14/09/2010,8:42,36.8,18.9,0
473,6058,Kantrida - Djecja bolnica,14/09/2010,8:44,36.8,18.8,4
474,6267,Kantrida - bazen zapad,14/09/2010,8:45,36.8,18.9,9
475,6057,Kantrida - bazen istok,14/09/2010,8:47,36.5,18.9,7
476,6056,Kantrida - Vila Nora,14/09/2010,8:50,37.0,19.0,0
477,6053,Kantrida - zapad,14/09/2010,8:57,37.0,18.9,3
478,6054,Kantrida - istok,14/09/2010,9:05,32.8,18.2,20
479,6052,Kantrida - Rekreacijski centar 3. Maj,14/09/2010,9:10,19.5,15.5,60
480,6051,Kupalište Hotela Jadran,14/09/2010,9:20,34.2,17.7,25
481,6050,Sablicevo,14/09/2010,9:23,32.7,17.4,11
482,6263,Glavanovo zapad,14/09/2010,9:28,32.8,17.2,8
483,6264,Glavanovo istok,14/09/2010,9:35,33.7,17.5,10
484,6047,Ružicevo,14/09/2010,9:38,36.7,18.1,0
485,6046,Grcevo,14/09/2010,9:40,34.1,17.5,60
486,6045,Kostrena - Žurkovo,14/09/2010,9:45,37.3,18.4,6
487,6044,Kostrena - Ronilacki klub,14/09/2010,9:48,37.5,18.3,5
488,6043,Kostrena - uvala Svežanj,14/09/2010,9:52,37.0,18.1,0
489,6042,Kostrena - Stara voda,14/09/2010,9:55,36.6,18.3,0
